,Comments,Comment ID
170,Is it just me or did anyone else also get annoyed by his usage and extra weight/emphasis on the word “Tthhousand”,515273_1
171,Is it just me or did anyone else also get annoyed by his usage and extra weight/emphasis on the word “Tthhousand”,928901_1
172,No deals on ipad,986816_1
173,Can someone explain to me the difference between Samsung galaxy watch 4 LTE and samsung watch 4 and which should I be going for?,674409_1
174,"Hello beebom team, can you please share the device release date next to the price so we can take an educated guess about how many years that device will recivr future security and android updates , it is a pain to search for those separately. Iam suspecting that all these discounts  are only for devices that 1.5 years old",738789_1
175,"I phone 14 starlight is a great deal right now
You should check out.",296898_1
176,Best content 👍😃😃😃,683550_1
177,Yeah you missed out about Galaxy buds 2 pro.. I purchased it at 10k massive 5k discount on ICICI bank.,441001_1
178,Beebom my request is to make video on tablet sale pls,436568_1
179,"What about Asus tuf laptop ? 
Is it in big deal ?",560285_1
180,You've missed the best deal for pixel 6a which is available around 25k.,638861_1
181,Ambrane wise glaze smartwatch no one is covering it amoled calling smartwatch at just 1427 crazy deal,93120_1
182,"Man, Your expressions in the Thumb, scared me hell out…😅😅😂",857870_1
183,You missed the samsung buds 2 pro. They are available for Rs.10207 after all discounts on Amazon,763225_1
184,"Galaxy earbuds 2 pro regular price: 15,999. Bought yesterday @9k... with bank discount.",941070_1
185,But Pixel 7 price on Amazon is 44k,811893_1
186,What about tablets?,178390_1
187,Wonderful work ❤,981915_1
188,You missed pixel 6A,839871_1
189,What's your view on goggle pixel 6a,750120_1
190,Make more such videos please!!❤,380218_1
191,"I don't know why nobody talks about the Realme gt2, it's got a snapdragon 888 processor, a sony IMX 766 sensor and it's going at a prize of 24999 WOW 🤯",481647_1
192,samsung 5,120315_1
193,You missed the legion series in laptop deals,215403_1
194,S20 FE is still good?,264735_1
195,Guys is it mandatory to have a apple phone for apple watchbto work or can it work in pairing with Android phone also?,346101_1
196,15k se niche wale bhi youtube dekhte hai bhai,345331_1
197,Samsung buds 2 pro for 10000 Rupees,214777_1
198,Moto 30 ultra is at 45k usally 55k,20773_1
199,Is there any AddIns for that price graph?,533565_1
200,I purchased s20 fe using my ICICI credit card but I didn't get any discount. I purchased it for 26990. I got a discount of 350rs,673671_1
201,You missed out on Samsung Galaxy Watch 5 Pro,717176_1
202,I phone 11 is also a poor deal,68467_1
203,Kudos bro. This helped to save a lot of time. #beebom,516640_1
204,I like how this channel creates comparatively short videos with accurate content,823222_1
205,I bought Motorola edge 30 pro at 30k a month ago. Still couldn't find a better deal at that price range in these sales. Hands down,736256_1
206,"S20 FE is too old, not recommended",718559_1
207,"Is it worth buying Samsung S20 FE now? As its 3 year old model, upgraded to 5G",608483_1
208,Stock video king 😁,844966_1
209,Redmi K 50i at 20999 on Amazon,434004_1
210,Don't know how you can still suggest s20 fe on 2023 bruh,678170_1
211,You missed out Google Pixel 6a..I got it for 25k in this sale..it's available for 28k  if you exclude card discount,543236_1
212,X90 pro vs iPhone 13 camera comparison #beebom,917115_1
213,Just ordered second S21 fe for my dad,284357_1
214,"Slim and good battery life ASUS TUF Dash F15(2022) and if you want super power then go for DELL G15-5520 both are at 66,489 after bank discount. Best laptop under 70k. Thank me later 😌😊",246498_1
215,Missed out on TV's,50691_1
216,"I wonder how the budget phone section changed from 10,000 rs to 25,000 rs.
Nowadays everyone has money and I'm stil poor.",180223_1
217,What is the name of the plugin for price graph??,23344_1
218,HP Omen 16 (Ryzen 6800H + RTX 3070 ti) at 1.15L is a really good deal on Amazon,861629_1
219,Kindly recommend a good external hdd?,665613_1
220,u forgot oppo enco buds 2,694589_1
221,Ameero wali deals😢,296025_1
