,Comments,Comment ID
363,can anybody tell what extension he s using to compare the price changes,152295_1
364,it s buy hatke,381847_1
365,sumrit chamber thank you,802521_1
366,pricetracker pricehistory keepa any of these will work to track the price of any item,995678_1
367,waiting for bbd for laptop earbuds and headphones,705172_1
368,samsung galaxy book i th gen is available at k now against usual price of k,181357_1
369,one of the best deal of this sale,413551_1
370,could you please share where this deal is available,852099_1
371,can somebody pls tell me how to get the s fe for exactly k which offers coupons should i apply,48520_1
372,my friend was waiting for sale so that the oneplus r will get a discount but there are no discount on one plus devices he has been waiting for weeks to get a discount but today we are casually roaming around the mobile stores i just asked how much is one plus r he said i asked about the higher variant and he said i immediately told my friend to get the device he bought it at currently it s available for on amazon we got a free case worth sometimes i feel one must check local stores too,927374_1
373,frr bro i was dying to buy the r but this mfkin sale spoiled my all intentions and excitement i think it s better to go to offline shops to get it,301890_1
374,its new phone so dont expect a discount for months,984901_1
375,never scene like this lot of information within very short time thanq so much,384360_1
376,s fe deal looks the more tempting,840217_1
377,sri prakashya same issues with p a,316152_1
378,guys if you re not a heavy gamer this is the best phone for this current deal the cameras are remarkable,767910_1
379,shubham if u are not a gamer i will suggest s fe it s good,878133_1
380,sri prakash ok thanks i was confused between s fe and realme gt s fe just because of ui video consumption and updates gt coz of sd and price i want a phone for daily tasks and not gaming and want the phone to last for at least years which phone should i buy,216055_1
381,shubham it should last but the only thing concern is exynos we can t rely say how it will age depending on the past experiences but i think it should easily last years minimum,392100_1
382,sri prakash will this phone last for to years without any repair considering i am a casual user for day to day tasks and for video consumption and not a gamer,777768_1
383,deal is amazing i bought at k last year sale with card discount now it marked at k so great price,220697_1
384,don t buy it for battery i use g at hz battery drain like hell i get hours sot,252163_1
385,sri prakash ok thnx i really like it but worried about poor performance and battery due to exynos,910045_1
386,piyush gupta battery life is kinda avg i will say getting around hr sot if we use phone on hz it will decrease faster,126123_1
387,sri prakash and how is battery life how much sot u getting,687295_1
388,zain ha it had some heating when using camera for long period otherwise no heat,453460_1
389,sri prakash how is it so far why do i keep hearing about the heating problem,176707_1
390,commenting from s fe,427237_1
391,what s that price tracker you guys are using,220058_1
392,you shoud ve added samsung tab s which is available at just k,468527_1
393,pankaj sharma september,55541_1
394,pranav kab aayega bbd,132799_1
395,bbd k,923607_1
396,how often you guys are replacing old phones i completed years with my realme and i m feeling to keepi it for an another year presently very few phones are worth buying only realme t looks good,457535_1
397,vnr ravali kadha sure mate take advantage of card discount,563163_1
398,vnr ravali kadha bro if your usage is minimal then don t spend k br k pe bhi mil jayegi br realme dekh sakte ho,569733_1
399,vnr ravali kadha google ui is pure android no bloatware br but samsung one ui is clean but not like pixel br better than other roms battery is a concern in s fe br rest are good br if you want good battery and charging speed then chinese phones stand out more,241470_1
400,vnr ravali kadha i would go for s fe camera is good here too but if you are a strict clean android fab then a will be good,601479_1
401,vnr ravali kadha it was initially but they improved it a lot better with constant updates br they had to focus on only one phone and they did get it right with updates,428780_1
402,vnr ravali kadha camera is good but battery is the worst charging is slow better consider nothing samsung ones,604511_1
403,shubham mu pleasure bhai,47801_1
404,soumalya paul ok thanks bhai,406213_1
405,shubham don t forget to use card during purchase,126427_1
406,shubham i think s fe will be a better bet if they are promising till a then go for it,680080_1
407,shubham s fe ka battery bekar hai aur sab top notch realme bloatware ke alawa aur sab thik hai nothing dekh sakte ho,59102_1
408,soumalya paul yeah thanks man i ll check them out,233885_1
409,soumalya paul i think it will get updates till a as per the official announcement so which one should i consider realme gt or samsung s fe,472682_1
410,gcs yt how was it free im using t and the battery has degraded alot over the years,600745_1
411,gcs yt legend,11362_1
412,saurabh srivastava then i don t see the need to spend much on smartphone you can consider the ones i have recommended,647728_1
413,my oneplus will complete years in months i don t feel like upgrading replaced new battery year ago for free of cost at at oneplus service center still runs good for daily tasks i ll use it for one more year,36520_1
